id,definition
ImportImage,Import any relevant images from external media or network
vascular stent-graft,
nerve to left flexor digitorum brevis,
lateral surface of long head of triceps brachii,
kyphoplasty,
functional area of pars triangularis,
anterior zone of body of left scapula,
l4 segment of right ventral gray column of spinal cord,
muscle body of iliococcygeus,
trunk of flexor hallucis brevis branch of right medial plantar nerve,
radius of lens,
rootlet of right third thoracic nerve,
t10 segment of left posterior spinocerebellar tract,
medial talocalcaneal ligament,
surface proper of umbilicus,
transurethral,
ascending branch of meningeal branch of right first thoracic nerve,
trunk of meningeal branch of hypoglossal nerve,
right ventral tegmental nucleus,
gastric carcinoma,
internal granular layer of Brodmann area 2,
physiological condition descriptor,
metaphysis of right first metatarsal bone,
transverse process of sixth cervical vertebra,
t5 segment of lateral gray column of spinal cord,
ethmoidal crest of palatine bone,
T2 hypointensity,"PIRADS: Having lower signal intensity (less intense, darker) on T2-weighted imaging."
medical record number,
membranous lamina of cartilage of eustachian tube,
serous sac,"Organ with organ cavity, which has as parts a serous membrane and a serous cavity . Examples: pleural sac, pericardial sac, tendon sheath, bursa."
tributary of thoraco-acromial vein,
dura mater of anterior root of left sixth cervical nerve,
nerve to left semimembranosus (1),
trunk of left lesser petrosal nerve,
distal metaphysis of distal phalanx of thumb,
metaphysis of third metacarpal bone,
RID40076,
subdivision of gigantocellular nucleus,
macronodular,
right biceps brachii,
brachial vein,
right common iliac lymph node group,
multiform layer of left Brodmann area 1,
vasculature of gray matter of C6 segment,
posterior semicircular canal,
neural tissue of cranial nerve,
gray matter of ventral part of left lateral occipital gyrus,
evaluate transplant,
belly of first palmar interosseous of hand,
deltoid branch of left thoraco-acromial artery,
left trapezoid nucleus,
left anterior spinocerebellar tract,
circular muscle layer of duodenum,
medial branch of posterior ramus of tenth thoracic nerve to longissimus thoracis,
body wall,"Subdivision of trunk that consists of those organs that separate the body cavity from the body's exterior; together with the body cavity and its contents, the body wall constitutes the trunk (one of the principal body parts). Examples: There is only one body wall."
left masseteric nerve,
left half of thoracic cavity,Subdivision of thoracic cavity demarcated from the right half of thoracic cavity by the median plane.
t10 segment of right nucleus proprius of spinal cord,
c1 segment of cuneate fasciculus of spinal cord,
trunk of communicating branch of right cervical nerve plexus with right sympathetic trunk,
segment of gracile fasciculus of spinal cord,
costal surface of scapula,
brodmann area 42 of superior temporal gyrus,
main portal fissure,
superior ganglion of left vagus nerve,
left hepatic biliary tree,
precentral branch of third lumbar artery,
lateral branch of pontine artery,
inferior aortic pericardial recess,
subdivision of surface of skull,
anterior surface of sigmoid colon,
infrascapular part of back,
Hodgkin lymphoma,"A malignant disease characterized by progressive enlargement of the lymph nodes, spleen, and general lymphoid tissue, and the presence of large, usually multinucleate, cells (reed-sternberg cells) of unknown origin. [MeSH]"
medial medullary branch of right vertebral artery,
right rostral intralaminar nuclear group,
parametrial lymphatic vessel,
segmental tributary of splenic vein,
styloid process of left ulna,
right cochlear ganglion,
c6 root of right lateral pectoral nerve,
lateral head of triceps muscle branch of right posterior circumflex humeral artery,
stroma of quadrate lobe of liver,
posterior interosseous nerve,
dorsal part of postcentral gyrus,
LSO,
musculocutaneous nerve component of anterior root of left fifth cervical nerve,
c3 segment of gracile fasciculus of spinal cord,
tendon of articularis cubiti,
plantaris muscle,
middle phalanx of toe,
nerve to right obliquus capitis inferior,
tonsillar branch of right glossopharyngeal nerve,
prelaminar branch of spinal branch of second lumbar artery,
water inversion,
white matter structure of midbrain tegmentum,
rhenium,"Rhenium. A metal, atomic number 75, atomic weight 186.2, symbol Re. (Dorland, 28th ed) [MeSH]"
left lacrimal nerve,
branch of left seventh intercostal nerve to left transversus abdominis,
set of rootlets of right third cervical nerve,
set of jaws,
proximal medial tibial epiphysis,
internal surface of pelvic part of right ureter,
intercostal nerve,
right axillary vein,
postcentral branch of spinal branch of right third lumbar artery,
circular muscle layer of large intestine,
neural layer of retina,
ischemic cardiomyopathy,
segment of trunk of posterior division of anterior ramus of eighth cervical nerve,
nerve to left superior oblique,
posterior bundle of ulnar collateral ligament of elbow joint,
white communicating ramus of seventh intercostal nerve,
RID5424,
region of parenchyma of kidney,
postlaminar branch of dorsal branch of right second lumbar artery,
inferior subscapular nerve nucleus of spinal cord,
Mandi disease,Osteonecrosis of the greater trochanter
costal surface of body of left scapula,
tendon of left levator scapulae,
costal pleura,
branch of left fifth intercostal nerve to left transversus thoracis,
segment of trunk of internal carotid artery,
prostatic part of inferior gluteal artery,
internal granular layer of right Brodmann area 48,
stromal tumor,
transverse branch of meningeal branch of eleventh thoracic nerve,
gray communicating ramus of sacral nerve,
Von Rosen view,
nerve to left vocalis,
head of first dorsal interosseous of right hand,
dento-alveolar joint,fibrous joint confined to the tooth – mandible
right posterior antebrachial cutaneous nerve,
trunk of communicating branch of buccal branch of left facial nerve with left buccal nerve,
left inferior macular artery,
l5 segment of right nucleus proprius of spinal cord,
inferior part proper of body of scapula,
caseating,
right oculomotor nerve tract,
androgen ablation therapy,
subdivision of lateral vestibular nucleus,
gray matter of orbitobasal segment of right frontal lobe,
muscle body of left rhomboid minor,
internal surface of posterior wall of transverse colon,
superior subscapular nerve nucleus of left dorsal column,
ReqConsult,Request another phsycian to consult on case
diffusion tensor imaging,
serosa of left hemiliver,
inferior subscapular nerve component of posterior root of right fifth cervical nerve,
anteroinferior popliteomeniscal fascicle,
lesion rim or capsule,
nucleus of pretectum,
zone of right coronary artery,
surface of muscle organ,
trunk of pharyngeal branch of left vagus nerve to pharyngeal nerve plexus,
RID34157,
trunk of lower deep buccal branch of right facial nerve,
displaced gas,
head of right hippocampus,
medial palmar branch of left ulnar nerve,
patellar retinaculum,
segment of superior subscapular nerve nucleus of spinal cord,
trunk of branch of genitofemoral nerve,
RID38767,
consolidation,"Consolidation refers to an exudate or other product of disease that replaces alveolar air, rendering the lung solid (as in infective pneumonia). Radiographs and CT scans.—[Fleischner Society]"
mucosa of left superior minor calyx,
c6 root of right superior subscapular nerve,
internal pyramidal lamina of right Brodmann area 9,
superomedial border of left cerebral hemisphere,
palmar ligament of intermetacarpal joint,
trunk of branch of hypoglossal nerve to thyrohyoid,
superior notch segment of trunk of right suprascapular nerve,
trunk proper of anterior ramus of right first thoracic nerve,
posterior branch of posteromedial central branch of right posterior communicating artery,
c8 root of ulnar nerve,
prostatic lymphatic tree,
superficial layer of deep cervical fascia,
coronary ligament,
gray matter of right inferior transverse frontopolar gyrus,
trunk of communicating branch of left external laryngeal nerve with left superior cardiac nerve,
surface of right psoas major,
pie-in-the-sky bladder,Bladder is elevated on an intravenous pyelogram by underlying hematoma. Associated with urethral injury.
right mediastinal artery,
peripheral vascular disease,General or unspecified diseases of the blood vessels outside the heart. It is for diseases of the peripheral as opposed to the cardiac circulation. [MeSH]
superior trunk segment of fifth cervical nerve,
lumen of sigmoid colon,
trunk of lingual branch of right lingual nerve,
Y-90 ibitumomab tiuxetan,
teratoma,"A true neoplasm composed of a number of different types of tissue, none of which is native to the area in which it occurs. It is composed of tissues that are derived from three germinal layers, the endoderm, mesoderm, and ectoderm. They may be solid or cystic and are classified histologically as mature, immature, and malignant. (From Dorland, 27th ed & DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p1642) [MeSH]"
RID7900,
articular cartilage of medial facet of right patella,
right peritrigeminal nucleus,
RID12296,
median umbilical fold,
dorsal tegmental decussation,
interalveolar septa of mandible,
right preolivary nucleus,
free limb,
trunk of third cervical nerve,
adventitia of right anterior intermediate minor calyx,
emulsion containing corn oil and ferric ammonium citrate,
root of right genitofemoral nerve,
